"UniqueID","sold","biddable","startprice","condition","cellular","carrier","color","storage","productline","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
11109,0,"not biddable",174.99,"used","No cellular","None","Black","Less than 128 GB","iPad 1","contains description",30,1,"99 ending"
11110,0,"not biddable",550,"new","Cellular","Unknown","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11111,0,"not biddable",100,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11112,0,"not biddable",424.95,"used","No cellular","None","White","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11113,0,"not biddable",500,"used","No cellular","None","Black","128 GB","iPad 4","contains description",64,1,"not a 99 ending"
11114,0,"not biddable",120.02,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11115,1,"biddable",0.99,"new","No cellular","None","Unknown","128 GB","iPad Air 1/2","contains description",29,1,"99 ending"
11116,0,"not biddable",110,"used","No cellular","None","White","Less than 128 GB","iPad 1","contains description",96,74,"not a 99 ending"
11117,1,"biddable",25,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11118,0,"not biddable",469.99,"used","Cellular","AT&T","Unknown","128 GB","iPad Air 1/2","contains description",100,3,"99 ending"
11119,1,"not biddable",389.99,"used","Unknown","Unknown","Unknown","Unknown","iPad mini3","contains description",100,2,"99 ending"
11120,0,"not biddable",325,"used","No cellular","None","Unknown","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11121,0,"biddable",426.99,"new","No cellular","None","Gold","Less than 128 GB","iPad mini3","contains description",100,3,"99 ending"
11122,1,"biddable",0.99,"used","Cellular","Unknown","Space Gray","Less than 128 GB","iPad mini","contains description",41,2,"99 ending"
11123,0,"not biddable",449.99,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad Air 1/2","contains description",99,16,"99 ending"
11124,0,"not biddable",198,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","contains description",101,2,"not a 99 ending"
11125,1,"not biddable",319.95,"used","No cellular","None","White","Less than 128 GB","iPad 3","contains description",19,1,"not a 99 ending"
11126,0,"not biddable",419.99,"new","Cellular","AT&T","White","Less than 128 GB","iPad 4","no description",0,0,"99 ending"
11127,0,"biddable",150,"used","No cellular","None","Space Gray","Less than 128 GB","Unknown","contains description",95,1,"not a 99 ending"
11128,1,"biddable",400,"new","Cellular","Unknown","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11129,1,"biddable",350,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",105,3,"not a 99 ending"
11130,0,"not biddable",495.99,"new","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11131,1,"biddable",500,"new","Cellular","Unknown","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11132,1,"not biddable",339,"used","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11133,0,"not biddable",300,"used","Unknown","Unknown","Unknown","Less than 128 GB","iPad 3","contains description",92,4,"not a 99 ending"
11134,1,"biddable",99,"used","Unknown","Unknown","Unknown","Less than 128 GB","iPad 3","contains description",100,4,"99 ending"
11135,0,"not biddable",289.95,"used","Cellular","Sprint/T-Mobile","Black","Less than 128 GB","iPad mini 2","contains description",89,70,"not a 99 ending"
11136,0,"not biddable",549.95,"used","Cellular","Unknown","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",67,1,"not a 99 ending"
11137,0,"not biddable",229,"used","Cellular","Verizon","White","Less than 128 GB","iPad 3","contains description",93,4,"not a 99 ending"
11138,0,"biddable",259,"used","Unknown","Unknown","White","Less than 128 GB","Unknown","contains description",28,2,"not a 99 ending"
11139,0,"biddable",149.97,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",97,2,"not a 99 ending"
11140,0,"not biddable",649.95,"new","Cellular","Sprint/T-Mobile","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11141,0,"not biddable",615.99,"new","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11142,1,"biddable",0.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",100,2,"99 ending"
11143,0,"not biddable",270.99,"used","Cellular","AT&T","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",97,10,"99 ending"
11144,1,"biddable",175,"used","No cellular","None","White","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11145,0,"not biddable",430,"used","No cellular","None","Unknown","128 GB","iPad mini 2","contains description",96,3,"not a 99 ending"
11146,0,"not biddable",379.99,"new","No cellular","None","Black","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11147,0,"not biddable",299.95,"used","Unknown","Unknown","White","Less than 128 GB","iPad mini","contains description",82,15,"not a 99 ending"
11148,0,"not biddable",600,"used","Cellular","AT&T","Black","128 GB","iPad 3","contains description",30,1,"not a 99 ending"
11149,0,"not biddable",275,"used","No cellular","None","Unknown","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
11150,0,"not biddable",585.99,"new","Cellular","Unknown","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11151,0,"not biddable",550,"new","Cellular","Unknown","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11152,0,"not biddable",245,"used","Cellular","AT&T","White","Less than 128 GB","iPad 1","contains description",22,19,"not a 99 ending"
11153,0,"not biddable",180,"used","No cellular","None","White","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
11154,0,"not biddable",329.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11155,0,"not biddable",250,"used","Cellular","Unknown","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
11156,0,"biddable",299.99,"new","No cellular","None","Gold","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11157,0,"biddable",165,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11158,1,"not biddable",175,"used","Unknown","Unknown","Black","Less than 128 GB","iPad 2","contains description",98,3,"not a 99 ending"
11159,0,"not biddable",260,"used","No cellular","None","Black","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11160,0,"not biddable",340,"refurbished","Cellular","AT&T","White","Less than 128 GB","iPad 4","contains description",100,2,"not a 99 ending"
11161,0,"not biddable",174.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
11162,0,"not biddable",388.99,"refurbished","Cellular","Sprint/T-Mobile","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",96,15,"99 ending"
11163,0,"not biddable",90,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",97,6,"not a 99 ending"
11164,0,"not biddable",349.99,"refurbished","No cellular","None","Black","Less than 128 GB","iPad mini 2","contains description",101,6,"99 ending"
11165,1,"biddable",400,"new","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11166,0,"biddable",299.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",32,4,"99 ending"
11167,1,"not biddable",375,"used","No cellular","None","White","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11168,0,"not biddable",443.09,"refurbished","Cellular","Sprint/T-Mobile","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",99,15,"not a 99 ending"
11169,0,"not biddable",155,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11170,0,"not biddable",128,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
11171,0,"not biddable",275,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
11172,0,"not biddable",149.99,"used","Unknown","Unknown","Unknown","Less than 128 GB","Unknown","contains description",98,4,"99 ending"
11173,1,"not biddable",149.59,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11174,0,"not biddable",209.99,"used","No cellular","None","White","Less than 128 GB","iPad mini","contains description",38,2,"99 ending"
11175,0,"biddable",290,"used","No cellular","None","White","Less than 128 GB","iPad mini","contains description",15,0,"not a 99 ending"
11176,0,"not biddable",789,"new","Cellular","Unknown","Space Gray","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11177,0,"not biddable",224,"used","Cellular","AT&T","White","Less than 128 GB","Unknown","contains description",98,2,"not a 99 ending"
11178,0,"not biddable",239.88,"refurbished","No cellular","None","Unknown","Less than 128 GB","iPad 3","contains description",101,2,"not a 99 ending"
11179,0,"not biddable",252.88,"new","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11180,1,"biddable",0.99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",77,2,"99 ending"
11181,0,"biddable",159.99,"used","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11182,0,"not biddable",639,"new","No cellular","None","Unknown","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11183,0,"not biddable",619.99,"refurbished","No cellular","None","Space Gray","128 GB","iPad Air 1/2","contains description",85,10,"99 ending"
11184,0,"not biddable",499.99,"new","No cellular","None","Gold","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
11185,0,"not biddable",429.95,"used","Cellular","Sprint/T-Mobile","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11186,1,"not biddable",325,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
11187,0,"not biddable",535,"new","No cellular","None","White","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11188,0,"not biddable",289.99,"new","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
11189,0,"not biddable",454.68,"new","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11190,1,"not biddable",104.7,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",55,1,"not a 99 ending"
11191,0,"not biddable",649.99,"new","No cellular","None","Unknown","Less than 128 GB","iPad 3","no description",0,0,"99 ending"
11192,0,"not biddable",450,"new","No cellular","None","Gold","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11193,0,"not biddable",155,"used","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11194,0,"not biddable",310,"used","Cellular","Verizon","Black","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
11195,0,"biddable",250,"used","Unknown","AT&T","Unknown","Less than 128 GB","Unknown","contains description",18,0,"not a 99 ending"
11196,1,"not biddable",149.99,"used","No cellular","None","Black","Less than 128 GB","iPad 2","contains description",101,3,"99 ending"
11197,0,"not biddable",679.95,"refurbished","Cellular","Unknown","Unknown","128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11198,0,"not biddable",396,"used","No cellular","None","White","Less than 128 GB","iPad 2","contains description",98,2,"not a 99 ending"
11199,1,"biddable",0.99,"new","Unknown","Unknown","Unknown","Unknown","Unknown","no description",0,0,"99 ending"
11200,1,"not biddable",379.99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"99 ending"
11201,0,"not biddable",105,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 1","contains description",100,13,"not a 99 ending"
11202,0,"not biddable",119,"refurbished","No cellular","None","Black","Less than 128 GB","iPad 1","contains description",103,10,"not a 99 ending"
11203,0,"not biddable",379.99,"used","Cellular","Unknown","White","Less than 128 GB","iPad mini 2","contains description",100,78,"99 ending"
11204,0,"not biddable",15,"used","No cellular","None","Black","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
11205,0,"not biddable",549,"new","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11206,0,"not biddable",439.98,"new","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11207,0,"not biddable",124.95,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",5,0,"not a 99 ending"
11208,0,"not biddable",263.99,"refurbished","No cellular","None","White","Less than 128 GB","iPad 4","contains description",104,14,"99 ending"
11209,0,"not biddable",400,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad mini","contains description",43,1,"not a 99 ending"
11210,0,"not biddable",575,"refurbished","No cellular","None","Gold","128 GB","iPad mini3","no description",0,0,"not a 99 ending"
11211,0,"not biddable",454,"new","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11212,1,"not biddable",450,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
11213,1,"biddable",0.99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini","contains description",75,11,"99 ending"
