"biddable","startprice","condition","cellular","carrier","color","storage","productline","sold","UniqueID","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
"not biddable",499.99,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",0,11184,"contains description",0,0,"99 ending"
"not biddable",429.95,"used","Cellular","Sprint/T-Mobile","White","16/32/64 GB","iPad Air 1/2",0,11185,"contains description",0,0,"not a 99 ending"
"not biddable",325,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini3",1,11186,"contains description",0,0,"not a 99 ending"
"not biddable",535,"new","No cellular","None","White","16/32/64 GB","Unknown",0,11187,"contains description",0,0,"not a 99 ending"
"not biddable",289.99,"new","No cellular","None","White","16/32/64 GB","iPad mini",0,11188,"contains description",0,0,"99 ending"
"not biddable",454.68,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",0,11189,"contains description",0,0,"not a 99 ending"
"not biddable",104.7,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,11190,"no description",55,1,"not a 99 ending"
"not biddable",649.99,"new","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11191,"contains description",0,0,"99 ending"
"not biddable",450,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,11192,"contains description",0,0,"not a 99 ending"
"not biddable",155,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11193,"contains description",0,0,"not a 99 ending"
"not biddable",310,"used","Cellular","Verizon","Black","16/32/64 GB","iPad mini",0,11194,"contains description",0,0,"not a 99 ending"
"biddable",250,"used","Unknown","AT&T","Unknown","16/32/64 GB","Unknown",0,11195,"no description",18,0,"not a 99 ending"
"not biddable",149.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,11196,"no description",101,3,"99 ending"
"not biddable",679.95,"refurbished","Cellular","Unknown","Unknown","128 GB","iPad Air 1/2",0,11197,"contains description",0,0,"not a 99 ending"
"not biddable",396,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11198,"no description",98,2,"not a 99 ending"
"biddable",0.99,"new","Unknown","Unknown","Unknown","Unknown","Unknown",1,11199,"contains description",0,0,"99 ending"
"not biddable",379.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,11200,"contains description",0,0,"99 ending"
"not biddable",105,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",0,11201,"no description",100,13,"not a 99 ending"
"not biddable",119,"refurbished","No cellular","None","Black","16/32/64 GB","iPad 1",0,11202,"no description",103,10,"not a 99 ending"
"not biddable",379.99,"used","Cellular","Unknown","White","16/32/64 GB","iPad mini 2",0,11203,"no description",100,78,"99 ending"
"not biddable",15,"used","No cellular","None","Black","16/32/64 GB","Unknown",0,11204,"contains description",0,0,"not a 99 ending"
"not biddable",549,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11205,"contains description",0,0,"not a 99 ending"
"not biddable",439.98,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",0,11206,"contains description",0,0,"not a 99 ending"
"not biddable",124.95,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11207,"no description",5,0,"not a 99 ending"
"not biddable",263.99,"refurbished","No cellular","None","White","16/32/64 GB","iPad 4",0,11208,"no description",104,14,"99 ending"
"not biddable",400,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",0,11209,"no description",43,1,"not a 99 ending"
"not biddable",575,"refurbished","No cellular","None","Gold","128 GB","iPad mini3",0,11210,"contains description",0,0,"not a 99 ending"
"not biddable",454,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11211,"contains description",0,0,"not a 99 ending"
"not biddable",450,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11212,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,11213,"no description",75,11,"99 ending"
"not biddable",749,"new","Cellular","Sprint/T-Mobile","Unknown","128 GB","iPad Air 1/2",0,11214,"contains description",0,0,"not a 99 ending"
"not biddable",550,"new","Cellular","Unknown","Gold","16/32/64 GB","iPad mini3",0,11215,"no description",90,4,"not a 99 ending"
"biddable",300,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",0,11216,"contains description",0,0,"not a 99 ending"
"not biddable",624.99,"new","No cellular","None","Gold","128 GB","iPad Air 1/2",1,11217,"contains description",0,0,"99 ending"
"not biddable",349.99,"used","Cellular","Sprint/T-Mobile","Unknown","16/32/64 GB","iPad Air 1/2",1,11218,"contains description",0,0,"99 ending"
"not biddable",430,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad Air 1/2",0,11219,"no description",58,4,"not a 99 ending"
"not biddable",449,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",0,11220,"no description",98,3,"not a 99 ending"
"biddable",279,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11221,"no description",77,10,"not a 99 ending"
"not biddable",367.97,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 4",0,11222,"no description",22,1,"not a 99 ending"
"biddable",179,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,11223,"no description",87,8,"not a 99 ending"
"not biddable",679.99,"new","No cellular","None","Unknown","128 GB","iPad Air 1/2",0,11224,"contains description",0,0,"99 ending"
"not biddable",499.99,"used","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",1,11225,"no description",37,3,"99 ending"
"not biddable",375,"refurbished","Cellular","Unknown","Gold","16/32/64 GB","iPad mini3",0,11226,"contains description",0,0,"not a 99 ending"
"not biddable",558.17,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11227,"no description",99,2,"not a 99 ending"
"not biddable",159.94,"refurbished","No cellular","None","White","16/32/64 GB","iPad 2",0,11228,"contains description",0,0,"not a 99 ending"
"not biddable",425,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 4",0,11229,"contains description",0,0,"not a 99 ending"
"not biddable",248,"used","Cellular","Verizon","White","16/32/64 GB","iPad 3",0,11230,"no description",98,2,"not a 99 ending"
"biddable",0.99,"new","Cellular","Verizon","Unknown","16/32/64 GB","iPad Air 1/2",1,11231,"contains description",0,0,"99 ending"
"biddable",200,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11232,"contains description",0,0,"not a 99 ending"
"biddable",199.99,"used","Unknown","Sprint/T-Mobile","Gold","16/32/64 GB","iPad Air 1/2",1,11233,"no description",15,13,"99 ending"
"not biddable",80,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11234,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"new","Cellular","Unknown","Gold","16/32/64 GB","iPad Air 1/2",1,11235,"contains description",0,0,"99 ending"
"biddable",0.99,"used","No cellular","None","Black","16/32/64 GB","iPad 4",1,11236,"contains description",0,0,"99 ending"
"biddable",250,"used","Cellular","Verizon","White","16/32/64 GB","iPad mini",0,11237,"contains description",0,0,"not a 99 ending"
"not biddable",639,"new","Unknown","Unknown","Unknown","Unknown","iPad Air 1/2",0,11238,"contains description",0,0,"not a 99 ending"
"biddable",99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11239,"contains description",0,0,"99 ending"
"not biddable",119.99,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,11240,"no description",99,2,"99 ending"
"not biddable",100,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",1,11241,"contains description",0,0,"not a 99 ending"
"not biddable",393,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",0,11242,"no description",98,2,"not a 99 ending"
"biddable",100,"used","Unknown","Unknown","White","Unknown","Unknown",0,11243,"contains description",0,0,"not a 99 ending"
"not biddable",159.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11244,"no description",97,3,"99 ending"
"biddable",0.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,11245,"contains description",0,0,"99 ending"
"not biddable",259.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11246,"contains description",0,0,"99 ending"
"not biddable",349,"new","Unknown","Unknown","Unknown","Unknown","iPad mini3",0,11247,"contains description",0,0,"not a 99 ending"
"not biddable",184.99,"refurbished","No cellular","None","Black","16/32/64 GB","iPad mini",0,11248,"no description",43,2,"99 ending"
"biddable",0.99,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",1,11249,"contains description",0,0,"99 ending"
"biddable",9.99,"new","Unknown","Unknown","Unknown","Unknown","iPad 3",0,11250,"contains description",0,0,"99 ending"
"not biddable",153.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11251,"no description",101,3,"99 ending"
"not biddable",389.99,"used","No cellular","None","White","128 GB","iPad Air 1/2",0,11252,"contains description",0,0,"99 ending"
"not biddable",384.99,"used","No cellular","None","Black","128 GB","iPad Air 1/2",0,11253,"contains description",0,0,"99 ending"
"not biddable",579.99,"new","Cellular","Unknown","White","16/32/64 GB","iPad mini3",0,11254,"contains description",0,0,"99 ending"
"not biddable",599.99,"new","Cellular","AT&T","Black","16/32/64 GB","iPad Air 1/2",0,11255,"contains description",0,0,"99 ending"
"biddable",0.99,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad mini",1,11256,"contains description",0,0,"99 ending"
"not biddable",198.98,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,11257,"contains description",0,0,"not a 99 ending"
"biddable",150,"used","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",0,11258,"contains description",0,0,"not a 99 ending"
"not biddable",490.95,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11259,"no description",101,4,"not a 99 ending"
"biddable",260,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",1,11260,"no description",26,0,"not a 99 ending"
"not biddable",179,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11261,"no description",100,4,"not a 99 ending"
"biddable",575,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,11262,"contains description",0,0,"not a 99 ending"
"not biddable",200,"used","No cellular","None","White","16/32/64 GB","iPad mini",0,11263,"no description",100,5,"not a 99 ending"
"not biddable",670,"used","Cellular","AT&T","Unknown","128 GB","iPad Air 1/2",0,11264,"contains description",0,0,"not a 99 ending"
"not biddable",380,"used","No cellular","None","Black","16/32/64 GB","iPad 3",0,11265,"contains description",0,0,"not a 99 ending"
"not biddable",350,"used","Cellular","Unknown","Space Gray","16/32/64 GB","Unknown",0,11266,"contains description",0,0,"not a 99 ending"
"not biddable",215.99,"refurbished","No cellular","None","White","16/32/64 GB","iPad mini",0,11267,"no description",101,2,"99 ending"
"not biddable",439.99,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,11268,"contains description",0,0,"99 ending"
"not biddable",358.87,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11269,"contains description",0,0,"not a 99 ending"
"not biddable",939,"new","Cellular","Unknown","Gold","128 GB","iPad Air 1/2",0,11270,"contains description",0,0,"not a 99 ending"
"not biddable",279.99,"used","No cellular","None","White","16/32/64 GB","iPad mini 2",0,11271,"no description",101,8,"99 ending"
"not biddable",575,"used","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",0,11272,"contains description",0,0,"not a 99 ending"
"not biddable",544.49,"new","No cellular","None","Black","16/32/64 GB","iPad 4",0,11273,"no description",90,5,"not a 99 ending"
"biddable",515,"used","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,11274,"contains description",0,0,"not a 99 ending"
"not biddable",142.25,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,11275,"no description",101,3,"not a 99 ending"
"not biddable",349.99,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,11276,"contains description",0,0,"99 ending"
"biddable",0.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",1,11277,"no description",100,2,"99 ending"
"biddable",300,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,11278,"contains description",0,0,"not a 99 ending"
"biddable",249,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini3",1,11279,"contains description",0,0,"not a 99 ending"
"not biddable",95,"used","No cellular","None","White","16/32/64 GB","iPad 1",0,11280,"no description",96,7,"not a 99 ending"
"biddable",25,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",1,11281,"contains description",0,0,"not a 99 ending"
"not biddable",561.53,"new","Unknown","Unknown","White","Unknown","Unknown",0,11282,"contains description",0,0,"not a 99 ending"
"not biddable",948.98,"new","Cellular","Unknown","Gold","128 GB","iPad mini3",0,11283,"contains description",0,0,"not a 99 ending"
"not biddable",300,"used","No cellular","None","Unknown","16/32/64 GB","Unknown",1,11284,"no description",34,1,"not a 99 ending"
"biddable",320,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11285,"contains description",0,0,"not a 99 ending"
"not biddable",424.55,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",1,11286,"contains description",0,0,"not a 99 ending"
"not biddable",540,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 4",0,11287,"no description",36,22,"not a 99 ending"
"not biddable",300,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",0,11288,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,11289,"contains description",0,0,"99 ending"
"not biddable",349.99,"new","No cellular","None","White","16/32/64 GB","iPad 2",0,11290,"contains description",0,0,"99 ending"
"not biddable",299.99,"refurbished","No cellular","None","White","16/32/64 GB","iPad mini 2",0,11291,"contains description",0,0,"99 ending"
"not biddable",799.99,"new","Cellular","Unknown","White","128 GB","iPad mini3",0,11292,"contains description",0,0,"99 ending"
"biddable",100,"used","Unknown","Unknown","Gold","16/32/64 GB","iPad Air 1/2",1,11293,"contains description",0,0,"not a 99 ending"
"not biddable",165,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,11294,"no description",100,4,"not a 99 ending"
"not biddable",425,"new","No cellular","None","Gold","16/32/64 GB","iPad Air 1/2",1,11295,"contains description",0,0,"not a 99 ending"
"biddable",70,"used","Unknown","Unknown","Unknown","Unknown","iPad 1",1,11296,"no description",70,1,"not a 99 ending"
"not biddable",349,"new","No cellular","None","Gold","16/32/64 GB","iPad mini3",0,11297,"contains description",0,0,"not a 99 ending"
"not biddable",280,"used","Cellular","Unknown","White","16/32/64 GB","iPad 4",0,11298,"no description",98,2,"not a 99 ending"
"not biddable",499,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11299,"contains description",0,0,"99 ending"
"biddable",650,"new","Cellular","Unknown","Gold","128 GB","iPad Air 1/2",1,11300,"contains description",0,0,"not a 99 ending"
"not biddable",314.99,"refurbished","No cellular","None","Black","16/32/64 GB","iPad 3",0,11301,"no description",100,2,"99 ending"
"biddable",149.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",1,11302,"no description",97,2,"99 ending"
"not biddable",149.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",0,11303,"no description",105,6,"99 ending"
"not biddable",220,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11304,"no description",49,1,"not a 99 ending"
